	bin	Depth CAPES_S11	Depth CAPES_S21	Depth CAPES_S7	GenomeBin	Domain	%Complete (domain)	%Complete and single-copy (domain)	%Complete and duplicated (domain)	%Fragmented (domain)	%Missing (domain)	Total number (domain)	Specific lineage dataset	%Complete (specific)	%Complete and single-copy (specific)	%Complete and duplicated (specific)	%Fragmented (specific)	%Missing (specific)	Total number (specific)	Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	# N's per 100 kbp	# predicted rRNA genes	user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
29	MEGAHIT-CAPES_S7.36.fa	20.3767	53.914	77.89225	MEGAHIT-CAPES_S7.36.fa	bacteria_odb10	4.0	4.0	0.0	0.8	95.2	124.0								MEGAHIT-CAPES_S7.36.fa	2	2	2	2	2	2	257654	257654	257654	257654	257654	257654	2	193693	257654	47.87	193693	193693	1	1	0.0	0 + 0 part	MEGAHIT-CAPES_S7.36.fa																			
30	MEGAHIT-CAPES_S7.37.fa	3.25596	98.7957	119.267	MEGAHIT-CAPES_S7.37.fa	bacteria_odb10	5.6	5.6	0.0	0.0	94.4	124.0								MEGAHIT-CAPES_S7.37.fa	3	3	3	3	3	2	239910	239910	239910	239910	239910	191155	3	110530	239910	44.42	80625	80625	2	2	0.0	0 + 0 part	MEGAHIT-CAPES_S7.37.fa																			
31	MEGAHIT-CAPES_S7.38.fa	35.2052	84.9619	72.88040000000002	MEGAHIT-CAPES_S7.38.fa	bacteria_odb10	15.3	14.5	0.8	4.0	80.7	124.0								MEGAHIT-CAPES_S7.38.fa	12	12	12	11	8	5	828675	828675	828675	819628	764420	675031	12	220661	828675	46.62	130429	93821	3	5	0.0	0 + 0 part	MEGAHIT-CAPES_S7.38.fa																			
32	MEGAHIT-CAPES_S7.39.fa	52.1462	4.49073	116.632	MEGAHIT-CAPES_S7.39.fa	bacteria_odb10	8.1	8.1	0.0	1.6	90.3	124.0								MEGAHIT-CAPES_S7.39.fa	29	29	23	10	1	0	268345	268345	248516	157181	27385	0	29	27385	268345	51.0	10997	7251	8	16	0.0	0 + 0 part	MEGAHIT-CAPES_S7.39.fa																			
33	MEGAHIT-CAPES_S7.4.fa	46.7732	4.33127	109.4985	MEGAHIT-CAPES_S7.4.fa	bacteria_odb10	12.1	12.1	0.0	6.5	81.4	124.0								MEGAHIT-CAPES_S7.4.fa	98	98	66	40	9	1	1014015	1014015	907543	709044	276354	50503	98	50503	1014015	51.37	13415	8892	24	46	0.0	2 + 0 part	MEGAHIT-CAPES_S7.4.fa																			
34	MEGAHIT-CAPES_S7.40.fa	13.4571	0.194609	32.7453	MEGAHIT-CAPES_S7.40.fa	bacteria_odb10	8.1	8.1	0.0	0.8	91.1	124.0								MEGAHIT-CAPES_S7.40.fa	7	7	7	6	5	3	289317	289317	289317	280064	263128	205930	7	87987	289317	43.68	63485	30893	2	4	0.0	0 + 0 part	MEGAHIT-CAPES_S7.40.fa																			
35	MEGAHIT-CAPES_S7.41.fa	0.0151481	0.0164382	35.1783	MEGAHIT-CAPES_S7.41.fa	bacteria_odb10	55.6	55.6	0.0	12.1	32.3	124.0	lactobacillales_odb10	77.6	75.6	2.0	2.0	20.4	402.0	MEGAHIT-CAPES_S7.41.fa	167	167	94	45	7	0	1341755	1341755	1117661	758645	210140	0	167	39077	1341755	38.03	11344	6639	37	75	0.0	0 + 0 part	MEGAHIT-CAPES_S7.41.fa	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus infantarius	GCF_000154985.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus infantarius	98.76	0.95	GCF_000154985.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus infantarius	98.76	0.95	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900101445.1, s__Streptococcus equinus_B, 95.0, 94.72, 0.94; GCF_900475675.1, s__Streptococcus lutetiensis, 95.0, 94.13, 0.92; GCF_900104225.1, s__Streptococcus equinus_D, 95.1145, 90.31, 0.94; GCF_004352735.1, s__Streptococcus sp002393675, 95.1145, 90.01, 0.71; GCF_000187265.1, s__Streptococcus equinus, 95.0, 87.16, 0.9; GCF_002000985.1, s__Streptococcus gallolyticus, 96.3165, 84.49, 0.87; GCF_000283635.1, s__Streptococcus macedonicus, 96.3165, 84.37, 0.83; GCF_900478025.1, s__Streptococcus pasteurianus, 96.1304, 84.29, 0.81; GCF_003337175.1, s__Streptococcus gallolyticus_B, 95.6693, 84.02, 0.75; GCF_012277075.1, s__Streptococcus alactolyticus, 95.0, 80.58, 0.59; GCF_010120595.1, s__Streptococcus thermophilus, 95.0, 79.04, 0.26; GCF_000785515.1, s__Streptococcus salivarius, 95.0, 78.72, 0.31; GCF_000379985.1, s__Streptococcus caballi, 95.0, 78.67, 0.37; GCF_000188295.1, s__Streptococcus vestibularis, 95.0, 78.66, 0.27; GCF_000380105.1, s__Streptococcus orisratti, 95.0, 78.61, 0.39; GCF_000376985.1, s__Streptococcus henryi, 95.0, 78.5, 0.38; GCF_000164675.2, s__Streptococcus parasanguinis, 95.0, 78.42, 0.16; GCF_001073155.1, s__Streptococcus parasanguinis_D, 95.0, 78.31, 0.17; GCF_009738225.1, s__Streptococcus sp001556435, 95.0, 78.3, 0.34; GCF_004166885.1, s__Streptococcus sp004166885, 95.0, 78.29, 0.14; GCF_000963275.1, s__Streptococcus parasanguinis_B, 95.0, 78.25, 0.15; GCF_010604095.1, s__Streptococcus sp000187445, 95.0, 78.06, 0.28; GCF_001074805.1, s__Streptococcus parasanguinis_A, 95.0, 78.06, 0.16; GCF_000186465.1, s__Streptococcus australis, 95.0, 78.04, 0.15; GCF_900636575.1, s__Streptococcus canis, 95.0, 77.98, 0.18; GCF_000314795.2, s__Streptococcus sp000314795, 95.0, 77.97, 0.14; GCF_902363395.1, s__Streptococcus sp902363395, 95.0, 77.96, 0.15; GCF_000960035.1, s__Streptococcus oralis_G, 95.0, 77.93, 0.14; GCA_003521145.1, s__Streptococcus sp003521145, 95.0, 77.89, 0.23; GCF_003627135.1, s__Streptococcus koreensis, 95.0, 77.83, 0.14; GCF_000448565.1, s__Streptococcus sp000448565, 95.0, 77.78, 0.19; GCF_000380085.1, s__Streptococcus merionis, 95.0, 77.78, 0.06; GCF_003686955.1, s__Streptococcus sp003686955, 95.0, 77.77, 0.23; GCF_001587175.1, s__Streptococcus sp001587175, 95.0, 77.77, 0.16; GCF_000186445.1, s__Streptococcus agalactiae, 95.0, 77.77, 0.21; GCF_000420785.1, s__Streptococcus hyovaginalis, 95.0, 77.75, 0.15; GCF_000180035.1, s__Streptococcus parasanguinis_C, 95.0, 77.71, 0.16; GCF_002760245.1, s__Streptococcus suis_I, 95.0, 77.66, 0.15; GCF_002386345.1, s__Streptococcus oralis_S, 95.0, 77.62, 0.14; GCF_000286075.1, s__Streptococcus ratti, 95.0, 77.6, 0.19; GCF_001553855.1, s__Streptococcus gordonii, 95.0, 77.59, 0.11; GCF_014435245.1, s__Streptococcus sp900543065, 95.0, 77.58, 0.15; GCF_001885095.1, s__Streptococcus bovimastitidis, 95.0, 77.58, 0.2; GCA_000440235.1, s__Streptococcus suis_F, 95.0, 77.58, 0.14; GCA_900546335.1, s__Streptococcus sp900546335, 95.0, 77.55, 0.14; GCF_900459405.1, s__Streptococcus hyointestinalis, 95.0, 77.53, 0.21; GCF_004785935.1, s__Streptococcus rubneri, 95.0, 77.5, 0.14; GCF_002055535.1, s__Streptococcus pyogenes, 95.0, 77.49, 0.18; GCF_000188055.2, s__Streptococcus urinalis, 95.0, 77.48, 0.2; GCF_002887775.1, s__Streptococcus penaeicida, 95.0, 77.46, 0.18; GCF_000423765.1, s__Streptococcus porci, 95.0, 77.45, 0.2; GCF_003674745.1, s__Streptococcus iniae, 95.0, 77.44, 0.2; GCF_900459225.1, s__Streptococcus dysgalactiae, 95.0, 77.37, 0.2; GCF_011421455.1, s__Streptococcus sp011421455, 95.0, 77.35, 0.16; GCF_002953735.1, s__Streptococcus pluranimalium, 95.0, 77.34, 0.2; GCF_902729355.1, s__Streptococcus sp902729355, 95.0, 77.34, 0.23; GCF_001921845.1, s__Streptococcus cuniculi, 95.0, 77.32, 0.09; GCF_007859195.1, s__Streptococcus pharyngis, 95.0, 77.32, 0.09; GCF_900475595.1, s__Streptococcus uberis, 95.0, 77.3, 0.2; GCF_000188035.1, s__Streptococcus pseudoporcinus, 95.0, 77.21, 0.17; GCF_002964045.1, s__Streptococcus suis_U, 95.0, 77.2, 0.16; GCF_000785785.1, s__Streptococcus uberis_A, 95.0, 77.18, 0.18; GCA_900555155.1, s__Streptococcus sp900555155, 95.0, 77.17, 0.08; GCF_002355215.1, s__Streptococcus troglodytae, 95.0, 77.12, 0.2; GCA_902373455.1, s__Streptococcus sp902373455, 95.0, 77.12, 0.11; GCF_000380145.1, s__Streptococcus thoraltensis, 95.0, 77.11, 0.22; GCF_000188015.2, s__Streptococcus ictaluri, 95.0, 77.1, 0.2; GCF_006739205.1, s__Streptococcus mutans, 95.0, 77.1, 0.22; GCF_001984715.1, s__Streptococcus azizii, 95.0, 77.1, 0.06; GCF_000187935.1, s__Streptococcus parauberis, 95.0, 77.1, 0.2; GCF_000423745.1, s__Streptococcus plurextorum, 95.0, 77.09, 0.16; GCF_000380005.1, s__Streptococcus didelphis, 95.0, 77.07, 0.12; GCF_000423725.1, s__Streptococcus devriesei, 95.0, 77.07, 0.14; GCF_001708305.1, s__Streptococcus himalayensis, 95.0, 77.06, 0.1; GCF_901542335.1, s__Streptococcus porcinus_A, 95.0, 76.99, 0.19; GCF_900475415.1, s__Streptococcus porcinus, 95.0, 76.97, 0.16; GCA_900755085.1, s__Streptococcus sp900755085, 95.0, 76.96, 0.1; GCF_001431045.1, s__Streptococcus orisasini, 95.0, 76.95, 0.22; GCF_001302265.1, s__Streptococcus phocae, 95.0, 76.94, 0.16; GCF_011039275.1, s__Streptococcus hyointestinalis_A, 95.0, 76.89, 0.2; GCF_000372425.1, s__Streptococcus ferus, 95.0, 76.87, 0.09; GCF_007859205.1, s__Streptococcus sp007859205, 95.0, 76.84, 0.13; GCF_000425025.1, s__Streptococcus castoreus, 95.0, 76.84, 0.22; GCF_001182825.2, s__Streptococcus sp001182825, 95.0, 76.79, 0.11; GCF_011038795.1, s__Streptococcus sp011038795, 95.0, 76.74, 0.13; GCF_001598035.1, s__Streptococcus halotolerans, 95.0, 76.73, 0.19; GCF_000187975.2, s__Streptococcus criceti, 95.0, 76.73, 0.15; GCF_009870755.1, s__Streptococcus halichoeri, 95.0, 76.72, 0.09; GCF_001578885.1, s__Streptococcus sp001578885, 95.0, 76.71, 0.11; GCF_000380045.1, s__Streptococcus marimammalium, 95.0, 76.7, 0.12; GCA_900637675.1, s__Streptococcus equi, 95.0, 76.66, 0.14; GCF_000380025.1, s__Streptococcus entericus, 95.0, 76.65, 0.06; GCF_001937065.1, s__Streptococcus sp001937065, 95.0, 76.57, 0.14; GCF_900459175.1, s__Streptococcus downei, 95.0, 76.44, 0.13; GCF_003086355.1, s__Streptococcus sp003086355, 95.0, 76.37, 0.11; GCF_000686605.1, s__Streptococcus sobrinus, 95.0, 76.32, 0.13; GCF_001642085.1, s__Streptococcus pantholopis, 95.0, 76.25, 0.11; GCF_000187995.2, s__Streptococcus macacae, 95.0, 76.19, 0.12; GCF_012396585.1, s__Streptococcus ovuberis, 95.0, 76.0, 0.08	65.75	11.0		
36	MEGAHIT-CAPES_S7.5.fa	10.23493	144.381	57.0991	MEGAHIT-CAPES_S7.5.fa	bacteria_odb10	19.4	19.4	0.0	1.6	79.0	124.0								MEGAHIT-CAPES_S7.5.fa	4	4	4	4	3	2	463105	463105	463105	463105	448083	418420	4	343002	463105	60.82	343002	75418	1	2	0.0	0 + 0 part	MEGAHIT-CAPES_S7.5.fa																			
37	MEGAHIT-CAPES_S7.6.fa	29.0161	66.7163	73.2946	MEGAHIT-CAPES_S7.6.fa	bacteria_odb10	3.2	3.2	0.0	0.8	96.0	124.0								MEGAHIT-CAPES_S7.6.fa	3	3	3	3	2	2	278523	278523	278523	278523	259131	259131	3	137074	278523	46.52	122057	122057	2	2	0.0	0 + 0 part	MEGAHIT-CAPES_S7.6.fa																			
38	MEGAHIT-CAPES_S7.7.fa	15.8064	0.590731	37.1897	MEGAHIT-CAPES_S7.7.fa	archaea_odb10	1.5	1.5	0.0	0.0	98.5	194.0								MEGAHIT-CAPES_S7.7.fa	5	5	5	5	5	2	223229	223229	223229	223229	223229	134867	5	79434	223229	45.03	55433	30566	2	4	0.0	1 + 0 part	MEGAHIT-CAPES_S7.7.fa																			
39	MEGAHIT-CAPES_S7.8.fa	13.82995	187.5395	62.4435	MEGAHIT-CAPES_S7.8.fa	bacteria_odb10	34.7	34.7	0.0	1.6	63.7	124.0	actinobacteria_class_odb10	19.1	19.1	0.0	0.0	80.9	356.0	MEGAHIT-CAPES_S7.8.fa	4	4	4	4	4	4	384783	384783	384783	384783	384783	384783	4	116474	384783	59.8	101179	98112	2	3	0.0	0 + 0 part	MEGAHIT-CAPES_S7.8.fa																			
40	MEGAHIT-CAPES_S7.9.fa	31.269	73.2396	72.7089	MEGAHIT-CAPES_S7.9.fa	bacteria_odb10	7.3	7.3	0.0	0.8	91.9	124.0								MEGAHIT-CAPES_S7.9.fa	5	5	5	5	5	3	284158	284158	284158	284158	284158	215232	5	95650	284158	47.9	61521	58061	2	3	0.0	0 + 0 part	MEGAHIT-CAPES_S7.9.fa																			
41	SPAdes-CAPES_S7.1.fa	15.5292	1.0230545	34.6345	SPAdes-CAPES_S7.1.fa	bacteria_odb10	13.7	13.7	0.0	2.4	83.9	124.0								SPAdes-CAPES_S7.1.fa	20	20	17	11	7	5	644232	644232	631012	585494	516841	447343	20	130022	644232	43.8	67515	42677	4	6	0.0	0 + 0 part	SPAdes-CAPES_S7.1.fa																			
42	SPAdes-CAPES_S7.10.fa	0.0	0.0	8.656775	SPAdes-CAPES_S7.10.fa	bacteria_odb10	52.4	52.4	0.0	6.5	41.1	124.0	clostridiales_odb10	64.4	64.4	0.0	7.2	28.4	264.0	SPAdes-CAPES_S7.10.fa	472	472	84	15	1	0	1739877	1739877	662417	196157	26009	0	472	26009	1739877	43.17	3996	2673	131	263	1.15	0 + 0 part	SPAdes-CAPES_S7.10.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas umbilicata	GCF_004346095.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas umbilicata	98.66	0.93	GCF_004346095.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas umbilicata	98.66	0.93	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900546325.1, s__Faecalimonas sp900546325, 95.0, 87.4, 0.81; GCA_900556835.1, s__Faecalimonas sp900556835, 95.0, 77.66, 0.09; GCF_900104635.1, s__Faecalimonas phoceensis, 95.0, 77.64, 0.21; GCF_902381685.1, s__Faecalimonas sp000209385, 95.0, 77.39, 0.13; GCA_900316755.1, s__Faecalimonas sp900316755, 95.0, 77.21, 0.08; GCA_900555395.1, s__Faecalimonas sp900555395, 95.0, 77.03, 0.08; GCA_900550975.1, s__Faecalimonas sp900550975, 95.0, 77.03, 0.15; GCA_900551895.1, s__Faecalimonas sp900551895, 95.0, 76.85, 0.14; GCA_900550235.1, s__Faecalimonas sp900550235, 95.0, 76.59, 0.12	53.82	11.0		
43	SPAdes-CAPES_S7.11.fa	39.7694	3.3885	91.5181	SPAdes-CAPES_S7.11.fa	archaea_odb10	0.5	0.5	0.0	0.0	99.5	194.0								SPAdes-CAPES_S7.11.fa	13	13	12	7	1	1	201249	201249	197941	160553	50245	50245	13	50245	201249	50.07	22221	10201	4	7	347.83	0 + 0 part	SPAdes-CAPES_S7.11.fa																			
44	SPAdes-CAPES_S7.12.fa	12.46045	0.042384500000000006	30.2785	SPAdes-CAPES_S7.12.fa	bacteria_odb10	3.2	3.2	0.0	0.0	96.8	124.0								SPAdes-CAPES_S7.12.fa	14	14	11	9	3	0	215955	215955	207737	196045	100997	0	14	45058	215955	41.55	21100	13242	4	7	0.0	0 + 0 part	SPAdes-CAPES_S7.12.fa																			
45	SPAdes-CAPES_S7.13.fa	4.10621	112.1485	130.471	SPAdes-CAPES_S7.13.fa	bacteria_odb10	5.6	5.6	0.0	0.0	94.4	124.0								SPAdes-CAPES_S7.13.fa	4	4	4	4	3	2	362336	362336	362336	362336	350116	303752	4	191325	362336	44.73	191325	112427	1	2	27.6	0 + 0 part	SPAdes-CAPES_S7.13.fa																			
46	SPAdes-CAPES_S7.14.fa	0.02237465	2.45547	128.05700000000002	SPAdes-CAPES_S7.14.fa	Viruses							tunavirinae_odb10	19.2	19.2	0.0	0.0	80.8	26.0	SPAdes-CAPES_S7.14.fa	6	6	6	4	4	2	294969	294969	294969	280220	280220	209568	6	119878	294969	55.1	89690	44514	2	3	0.0	0 + 0 part	SPAdes-CAPES_S7.14.fa																			
47	SPAdes-CAPES_S7.15.fa	29.8631	68.55725000000001	71.4601	SPAdes-CAPES_S7.15.fa	bacteria_odb10	4.8	4.8	0.0	0.8	94.4	124.0								SPAdes-CAPES_S7.15.fa	2	2	2	2	2	1	218760	218760	218760	218760	218760	179543	2	179543	218760	46.14	179543	179543	1	1	0.0	0 + 0 part	SPAdes-CAPES_S7.15.fa																			
48	SPAdes-CAPES_S7.16.fa	37.6914	3.24756	89.7731	SPAdes-CAPES_S7.16.fa	bacteria_odb10	5.6	5.6	0.0	1.6	92.8	124.0								SPAdes-CAPES_S7.16.fa	15	15	14	8	5	2	337453	337453	333928	285941	225851	111418	15	56628	337453	51.38	35730	23403	4	7	622.31	0 + 0 part	SPAdes-CAPES_S7.16.fa																			
49	SPAdes-CAPES_S7.17.fa	12.0213	167.375	60.8422	SPAdes-CAPES_S7.17.fa	bacteria_odb10	17.7	17.7	0.0	0.8	81.5	124.0								SPAdes-CAPES_S7.17.fa	3	3	3	3	3	3	392684	392684	392684	392684	392684	392684	3	150946	392684	60.68	139852	101886	2	3	0.0	0 + 0 part	SPAdes-CAPES_S7.17.fa																			
50	SPAdes-CAPES_S7.18.fa	4.10508	114.797	125.086	SPAdes-CAPES_S7.18.fa	bacteria_odb10	3.2	3.2	0.0	0.0	96.8	124.0								SPAdes-CAPES_S7.18.fa	7	7	7	6	5	3	352587	352587	352587	344333	330814	267838	7	139731	352587	45.24	76946	51161	2	3	0.0	0 + 0 part	SPAdes-CAPES_S7.18.fa																			
51	SPAdes-CAPES_S7.19.fa	31.1332	80.25135	72.5355	SPAdes-CAPES_S7.19.fa	bacteria_odb10	20.2	20.2	0.0	1.6	78.2	124.0								SPAdes-CAPES_S7.19.fa	8	8	8	8	8	8	867765	867765	867765	867765	867765	867765	8	187583	867765	47.16	149891	84822	3	5	0.0	0 + 0 part	SPAdes-CAPES_S7.19.fa																			
52	SPAdes-CAPES_S7.2.fa	1.0774050000000002	0.0	33.65545	SPAdes-CAPES_S7.2.fa	bacteria_odb10	42.7	42.7	0.0	1.6	55.7	124.0								SPAdes-CAPES_S7.2.fa	210	210	110	46	1	0	1435422	1435422	1125963	687303	30182	0	210	30182	1435422	39.77	8899	5263	50	101	13.93	0 + 0 part	SPAdes-CAPES_S7.2.fa																			
53	SPAdes-CAPES_S7.20.fa	11.0054	157.049	62.6015	SPAdes-CAPES_S7.20.fa	bacteria_odb10	19.4	19.4	0.0	1.6	79.0	124.0								SPAdes-CAPES_S7.20.fa	5	5	5	5	4	3	533944	533944	533944	533944	519050	489515	5	342961	533944	60.79	342961	75290	1	2	18.73	0 + 0 part	SPAdes-CAPES_S7.20.fa																			
54	SPAdes-CAPES_S7.21.fa	1.061	0.0	40.3502	SPAdes-CAPES_S7.21.fa		0.0	0.0	0.0	0.0	100.0									SPAdes-CAPES_S7.21.fa	1	1	1	1	1	1	241877	241877	241877	241877	241877	241877	1	241877	241877	48.41	241877	241877	1	1	0.0	0 + 0 part	SPAdes-CAPES_S7.21.fa																			
55	SPAdes-CAPES_S7.22.fa	16.6411	0.08655800000000001	33.9356	SPAdes-CAPES_S7.22.fa	archaea_odb10	2.1	2.1	0.0	0.0	97.9	194.0								SPAdes-CAPES_S7.22.fa	16	16	15	14	6	1	346798	346798	342086	333605	210057	50140	16	50140	346798	43.45	29168	19911	5	9	0.0	0 + 0 part	SPAdes-CAPES_S7.22.fa																			
56	SPAdes-CAPES_S7.23.fa	12.8249	181.0455	57.1921	SPAdes-CAPES_S7.23.fa	bacteria_odb10	37.1	37.1	0.0	0.8	62.1	124.0	actinobacteria_class_odb10	22.8	22.8	0.0	0.0	77.2	356.0	SPAdes-CAPES_S7.23.fa	4	4	4	4	4	2	377646	377646	377646	377646	377646	304876	4	185051	377646	60.21	119825	119825	2	2	0.0	0 + 0 part	SPAdes-CAPES_S7.23.fa																			
57	SPAdes-CAPES_S7.24.fa	4.1764600000000005	116.2	122.825	SPAdes-CAPES_S7.24.fa	bacteria_odb10	3.2	3.2	0.0	1.6	95.2	124.0								SPAdes-CAPES_S7.24.fa	4	4	4	3	3	2	292623	292623	292623	282791	282791	237802	4	181714	292623	44.11	181714	56088	1	2	0.0	0 + 0 part	SPAdes-CAPES_S7.24.fa																			
58	SPAdes-CAPES_S7.25.fa	3.68758	111.399	112.31	SPAdes-CAPES_S7.25.fa	bacteria_odb10	4.0	4.0	0.0	0.0	96.0	124.0								SPAdes-CAPES_S7.25.fa	9	9	8	6	4	2	261168	261168	258302	243373	211230	142352	9	75986	261168	42.85	66366	25611	2	4	0.0	0 + 0 part	SPAdes-CAPES_S7.25.fa																			
59	SPAdes-CAPES_S7.26.fa	13.0086	186.6	61.1027	SPAdes-CAPES_S7.26.fa	bacteria_odb10	7.3	7.3	0.0	1.6	91.1	124.0								SPAdes-CAPES_S7.26.fa	3	3	3	3	3	3	286374	286374	286374	286374	286374	286374	3	116415	286374	59.83	101051	101051	2	2	0.0	0 + 0 part	SPAdes-CAPES_S7.26.fa																			
60	SPAdes-CAPES_S7.27.fa	3.442385	92.853	112.152	SPAdes-CAPES_S7.27.fa	bacteria_odb10	3.2	3.2	0.0	0.0	96.8	124.0								SPAdes-CAPES_S7.27.fa	4	4	4	4	4	3	262947	262947	262947	262947	262947	213663	4	111281	262947	44.39	52333	50049	2	3	0.0	0 + 0 part	SPAdes-CAPES_S7.27.fa																			
61	SPAdes-CAPES_S7.28.fa	0.0	0.015119399999999996	11.812	SPAdes-CAPES_S7.28.fa	bacteria_odb10	26.6	24.2	2.4	8.1	65.3	124.0								SPAdes-CAPES_S7.28.fa	773	773	309	97	5	1	4415565	4415565	2933587	1457727	165674	52875	773	52875	4415565	52.64	7061	4261	187	391	10.58	0 + 0 part	SPAdes-CAPES_S7.28.fa																			
